bloco;y;x;id;vulgar;cient;familia;nome;classif;c7;c10;c13;c16;coordx;coordy;fuste7;fuste10;fuste13;st7;st10;st13;fito7;fito10;fito13;copa7;copa10;copa13;obs
G5;42,8;2,5;G5/24B;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;45,00000001;45,10000001;45,29999999;46,50000001;677052,5;7184342,8;3;3;2;2;1;1;3;35;3;3;2;3;
E8;15,5;49,8;E8/99A;Cedrinho;Picramnia parvifolia Engl.;Picramniaceae;Picpar;Arbusto;36,3;36,50000001;37,7;39,7;676999,8;7184465,5;1;3;;1;2;2;3;25;3;2;2;3;
D6;46,8;13;D6/42A;Pimenteira;Cinnamodendron dinisii Schwacke;Canellaceae;Cindin;P;97,49999999;100,9;104;107,9;676913;7184396,8;1;41;;3;2;2;2;5;35;2;2;3;
E3;33,5;19;E3/38A;Vacum;Allophylus edulis (A. St.-Hil., Cambess. & A. Juss.) Radlk.;Sapindaceae;Alledu;St;42,49999999;42,7;43,19999999;43,29999999;676969;7184233,5;2;1;;2;2;2;3;5;25;3;3;2;
E6;40,7;18,5;E6/223A;Araucária;Araucaria angustifolia (Bertol.) Kuntze;Araucariaceae;Araang;St;203;211;218,4;232;676968,5;7184390,7;3;3;;3;3;3;3;3;3;3;3;3;
H3;1,7;45,5;H3/130A;Tarumã;Vitex megapotamica (Spreng.) Moldenke;Lamiaceae;Vitmeg;C;37,49999999;39,30000001;42,10000001;45,00000001;677145,5;7184201,7;1;1;2;2;2;2;3;3;2;3;3;3;
B7;13,8;21;B7/21A;Canela-amarela;Nectandra lanceolata Nees;Lauraceae;Neclan;Si;131;131;;;676821;7184413,8;3;2;;3;2;;1;1;4;2;2;;
G8;8,8;47;G8/264A;Vacum;Allophylus edulis (A. St.-Hil., Cambess. & A. Juss.) Radlk.;Sapindaceae;Alledu;St;;;;31,49999998;677097;7184458,8;;;;;;;;;;;;;
A6;16,2;30,5;A6/73A;Caroba;Jacaranda puberula Cham.;Bignoniaceae;Jacpub;Si;54,79999999;57,8;59,50000001;61,80000001;676780,5;7184366,2;1;1;;3;2;2;3;3;3;3;2;3;
F5;44,6;36;F5/87A;Caingá;Myrcia hatschbachii D.Legrand;Myrtaceae;Myrhat;C;76,30000001;76,49999999;76,49999999;76,7;677036;7184344,6;3;3;43;3;;2;3;;3;3;;2;
A5;21;12;A5/136A;Cambará;Gochnatia polymorpha (Less.) Cabrera;Asteraceae;Gocpol;P;62,79999999;64,99999999;67,50000001;71,20000001;676762;7184321;1;41;;2;1;1;3;1;25;3;1;3;
I3;50;6,5;I3/27A;Coerana;Solanum pseudoquina A.St.-Hil.;Solanaceae;Solpse;P;53,70000001;55,8;;;677156,5;7184250;3;3;;3;3;;3;3;4;3;3;;
F8;16,5;13;F8/73A;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;45,90000001;50,30000002;52,8;56,5;677013;7184466,5;3;3;3;2;2;2;3;3;3;2;2;2;
F2;39,4;16;F2/49A;Citronella paniculata;Citronella paniculata (Mart.) R.A.Howard;Cardiopteridaceae;Citpan;St;118;120,4;123,5;126;677016;7184189,4;2;2;2;2;2;1;3;3;3;3;3;3;
I3;25;23,7;I3/147A;Pinus;Pinus taeda L.;Pinaceae;Pintae;Exótica;;;;32,00000001;677173,7;7184225;;;;;;;;;;;;;
F9;15,5;42;F9/165A;Cambará;Gochnatia polymorpha (Less.) Cabrera;Asteraceae;Gocpol;P;105,5;108,4;112;114,7;677042;7184515,5;42;42;1;3;3;2;3;3;2;3;3;3;
G2;48,9;32,5;G2/94A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;53,00000001;53,00000001;53,00000001;53,19999998;677082,5;7184198,9;2;2;2;3;2;2;3;3;3;3;3;3;
D7;16,6;26;D7/71A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;39;40,29999999;40,99999999;43,5;676926;7184416,6;2;2;;2;2;2;3;3;35;3;2;3;
H5;14,6;25;H5/208A;Camboata;Cupania vernalis Cambess.;Sapindaceae;Cupver;St;;33,3;34,49999999;36,50000001;677125;7184314,6;;2;1;;1;1;;3;3;;3;3;
D5;40,3;43,5;D5/156A;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;32,5;32,5;32,6;32,90000001;676943,5;7184340,3;1;41;;1;1;1;2;5;2;1;4;1;
J3;40,9;1,5;J3/43A;Aroeira;Schinus terebinthifolius Raddi;Anacardiaceae;Schter;P;50,49999999;51,70000001;53,99999999;57,8;677201,5;7184240,9;2;2;1;3;3;2;3;3;3;3;3;2;
I4;8,5;4,5;I4/10A;Ilex dumosa;Ilex dumosa Reissek;Aquifoliaceae;Iledum;Si;31,49999998;32,99999999;36,8;40,39999999;677154,5;7184258,5;3;3;3;2;2;2;3;3;3;3;3;3;
H4;9;1,5;H4/6A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;36,40000001;36,69999999;;;677101,5;7184259;2;2;;2;2;;3;3;4;2;2;;
H7;28;43,5;H7/147A;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;52,8;55,59999999;59,50000001;63,49999999;677143,5;7184428;1;1;2;3;3;2;3;5;5;3;3;3;
C6;8;40,5;C6/115A;Canela-guaicá;Ocotea puberula (Rich.) Nees;Lauraceae;Ocopub;Si;47,40000002;47,8;47,8;;676890,5;7184358;1;41;;3;2;2;3;3;3;1;1;3;
F7;44,4;46;F7/259A;Vacum;Allophylus edulis (A. St.-Hil., Cambess. & A. Juss.) Radlk.;Sapindaceae;Alledu;St;41,09999999;41,69999999;43,5;45,00000001;677046;7184444,4;2;2;42;2;2;2;3;;3;3;3;3;
H2;16,3;38,8;H2/130B;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;41,69999999;42,10000001;42,90000001;43,5;677138,8;7184166,3;2;2;2;3;3;2;3;5;3;3;3;2;
D8;7;33;D8/121A;Canela;Ocotea bicolor Vattimo-Gil;Lauraceae;Ocobic;St;50;53,39999999;58,39999999;60,8;676933;7184457;2;4;;3;2;2;3;3;35;3;3;3;
F3;45,5;11,5;F3/33A;Cryptocaria;Cryptocarya aschersoniana Mez;Lauraceae;Cryasc;St;59,50000001;64,00000001;70,50000001;;677011,5;7184245,5;42;42;42;3;2;3;3;3;5;3;3;3;
H6;23,4;24,5;H6/104B;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;50,10000001;53,10000001;55,49999999;56,5;677124,5;7184373,4;2;2;2;3;3;2;3;3;3;3;3;2;
A5;22;25;A5/120A;Cambará;Gochnatia polymorpha (Less.) Cabrera;Asteraceae;Gocpol;P;60,30000001;62,3;65,59999999;67,4;676775;7184322;1;41;;3;2;2;3;3;35;3;3;3;
J4;26,7;1;J4/111B;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;33,69999999;34,1;36,8;40,80000001;677201;7184276,7;43;43;;1;1;;3;3;4;2;2;;
J4;21,3;13,5;J4/110A;Murta;Blepharocalyx salicifolius (Kunth) O.Berg;Myrtaceae;Blesal;St;;;32,10000001;34;677213,5;7184271,3;;;2;;;2;;;3;;;3;
B4;13;28,9;B4/84A;Branquilho;Gymnanthes klotzschiana Müll.Arg.;Euphorbiaceae;Gymklo;Si;39,49999999;42,20000001;43,60000001;44,50000002;676828,9;7184263;3;;;3;;3;3;;3;3;;3;
F8;37,8;4;F8/35A;Caroba;Jacaranda puberula Cham.;Bignoniaceae;Jacpub;Si;51,89999999;56,4;58,6;61,29999999;677004;7184487,8;3;2;2;3;3;2;3;3;3;1;1;2;
I5;20,9;8;I5/14A;Casearia obliquoa;Casearia obliqua Spreng.;Salicaceae;Casobl;St;32,70000001;36,40000001;38,3;38,89999999;677158;7184320,9;2;2;2;3;3;2;3;3;35;3;3;3;
C6;42,3;27,5;C6/58A;Caroba;Jacaranda puberula Cham.;Bignoniaceae;Jacpub;Si;61,00000001;62,09999999;62,3;62,60000002;676877,5;7184392,3;2;1;;2;2;2;2;2;3;1;1;2;
I5;2,3;8;I5/5A;Caroba;Jacaranda puberula Cham.;Bignoniaceae;Jacpub;Si;35,99999999;37;38,19999999;40,00000001;677158;7184302,3;2;2;2;1;1;2;3;3;3;2;2;3;
E6;19,8;36,5;E6/156A;Mamica-de-cadela;Zanthoxylum petiolare  A.St.-Hil. & Tul.;Rutaceae;Zanpet;Si;32,00000001;35,80000001;39,40000001;42;676986,5;7184369,8;1;1;;2;2;2;3;3;3;2;3;3;
H7;33,8;44,5;H7/153A;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;54,3;54,50000001;55,7;56,99999999;677144,5;7184433,8;1;1;2;2;2;2;3;5;3;3;3;3;
H5;35,4;36;H5/212A;Canela;Ocotea nutans (Nees) Mez;Lauraceae;Oconut;St;;31,69999999;34,20000001;37,99999998;677136;7184335,4;;3;3;;2;2;;3;3;;3;3;
F8;44,2;5;F8/41B;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;35,80000001;38,60000001;38,19999999;;677005;7184494,2;3;2;3;1;1;2;3;35;3;3;3;2;
D10;0,2;31,5;D10/39A;Miguel pintado;Matayba elaeagnoides Radlk.;Sapindaceae;Matela;St;33,60000001;34;34,49999999;34,90000001;676931,5;7184550,2;2;2;;1;1;2;3;3;35;3;2;2;
A6;29,8;48,5;A6/29A;Miguel pintado;Matayba elaeagnoides Radlk.;Sapindaceae;Matela;St;44,50000002;50,20000001;57,40000001;64,5;676798,5;7184379,8;2;2;;3;2;2;3;3;3;3;3;3;
F8;34,8;16;F8/60A;Sucará;Xylosma ciliatifolia (Clos) Eichler;Salicaceae;Xylcil;Si;33,79999999;34,1;34,59999999;35,80000001;677016;7184484,8;2;3;2;2;3;2;3;3;3;3;3;3;
D4;36,5;5;D4/38C;Tarumã;Vitex megapotamica (Spreng.) Moldenke;Lamiaceae;Vitmeg;C;53,6;56,00000001;58,10000001;60,9;676905;7184286,5;1;2;;2;2;2;3;2;3;2;2;2;
G5;9,3;31,5;G5/122A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;50,80000001;53,19999998;55,20000001;57,50000001;677081,5;7184309,3;2;2;2;2;2;2;3;3;3;3;3;3;
A4;3;24,2;A4/16A;Aroeira;Schinus terebinthifolius Raddi;Anacardiaceae;Schter;P;45,00000001;51,3;58,10000001;66,10000001;676774,2;7184253;1;2;;3;2;2;2;5;3;2;2;2;
E7;14,6;47,5;E7/192A;Cravo-do-mato;Pimenta pseudocaryophyllus (Gomes) Landrum;Myrtaceae;Pimpse;St;45,10000001;47,49999999;50;52,1;676997,5;7184414,6;3;2;;3;2;2;3;2;3;3;2;3;
G9;29,7;0,1;G9/25A;Cambará;Gochnatia polymorpha (Less.) Cabrera;Asteraceae;Gocpol;P;73;73;;;677050,1;7184529,7;41;41;;3;3;;3;4;4;2;2;;
H8;7;23;H8/69B;Cambará;Gochnatia polymorpha (Less.) Cabrera;Asteraceae;Gocpol;P;89,49999999;95,70000001;100,5;104,5;677123;7184457;2;2;2;3;3;3;2;2;35;3;3;3;
F2;30,6;43,5;F2/151A;Jacarandá cipó;Machaerium brasiliense Vogel;Fabaceae;Macbra;Si;72,19999999;72,19999999;72,19999999;72,19999999;677043,5;7184180,6;3;3;3;2;2;3;2;3;3;1;2;3;
D9;33,1;33;D9/96A;Capororoca;Myrsine gardneriana A.DC.;Primulaceae;Myrgar;P;37;37,6;39,1;40,10000001;676933;7184533,1;2;1;;2;2;2;3;3;3;3;2;3;
D4;29,3;47;D4/174A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;56,89999999;64,00000001;69,99999999;77,80000002;676947;7184279,3;2;3;;2;2;2;2;3;3;3;3;3;
I4;24,5;46;I4/187A;Citronela gangonha;Citronella gongonha (Mart.) R.A.Howard;Cardiopteridaceae;Citgon;Si;;;;59,70000002;677196;7184274,5;;;;;;;;;;;;;
F9;30,6;10,5;F9/58A;Cedro;Cedrela fissilis Vell.;Meliaceae;Cedfis;P;67,09999999;77,99999999;96,60000001;103;677010,5;7184530,6;2;2;42;3;3;2;3;3;3;3;3;2;
G7;13,6;22,5;G7/208A;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;;31,59999999;32,20000002;32,5;677072,5;7184413,6;;2;1;;1;1;;3;35;;2;2;
H7;27,8;45;H7/148A;Caroba;Jacaranda puberula Cham.;Bignoniaceae;Jacpub;Si;56,80000001;61,70000001;64,00000001;66,00000001;677145;7184427,8;1;1;1;3;3;2;3;3;3;3;3;3;
F7;18,5;21;F7/127A;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;33,50000001;35,89999999;37,6;39,40000001;677021;7184418,5;2;2;3;2;2;2;2;3;3;2;2;3;
E3;46,8;46;E3/140A;Canela de raposa;Styrax leprosus Hook. & Arn.;Styracaceae;Stylep;Si;44,40000001;45,10000001;;;676996;7184246,8;2;2;;3;2;;1;5;4;2;2;;
G2;28,6;8;G2/20A;Canela;Ocotea nutans (Nees) Mez;Lauraceae;Oconut;St;92,20000001;94,49999999;97,7;97,7;677058;7184178,6;3;3;3;3;3;3;2;2;2;2;2;3;
D9;29,6;41;D9/159A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;40,99999999;42,6;43,79999998;44,69999999;676941;7184529,6;1;1;;2;1;1;3;3;3;3;2;3;
B7;22,5;0;B7/60A;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;;;;33,4;676800;7184422,5;;;;;;;;;;;;;
A5;31;49,8;A5/19A;Canela-guaicá;Ocotea puberula (Rich.) Nees;Lauraceae;Ocopub;Si;43,79999998;46,79999999;47,7;48,29999999;676799,8;7184331;2;1;;3;2;2;3;3;3;3;3;3;
F3;35,2;15;F3/148A;Canela-amarela;Nectandra lanceolata Nees;Lauraceae;Neclan;Si;;32,39999999;38,70000001;43,99999999;677015;7184235,2;;2;3;;3;3;;35;35;;2;3;
G7;26,9;46;G7/189A;Vacum;Allophylus edulis (A. St.-Hil., Cambess. & A. Juss.) Radlk.;Sapindaceae;Alledu;St;47,90000001;49,9;52;55;677096;7184426,9;42;42;2;2;2;1;2;2;15;2;2;3;
D6;7;39;D6/130A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;34,7;36,59999999;36,59999999;;676939;7184357;3;3;;2;2;2;3;3;35;2;3;3;
H7;26,9;38;H7/112A;Açoita cavalo;Luehea divaricata Mart. & Zucc.;Malvaceae;Luediv;P;40,29999999;41,69999999;42,49999999;42,49999999;677138;7184426,9;2;2;2;3;3;2;3;3;3;3;3;2;
C7;17,5;12,5;C7/44A;Canela;Ocotea bicolor Vattimo-Gil;Lauraceae;Ocobic;St;62,09999999;62,40000001;62,60000002;62,60000002;676862,5;7184417,5;2;3;;3;2;1;3;3;3;3;2;3;
E4;24,7;43,5;E4/168A;Canema;Solanum sanctae-catharinae Dunal;Solanaceae;Solsan;P;40,10000001;41,60000001;43,70000001;45,6;676993,5;7184274,7;2;2;;3;2;1;2;3;1;3;2;1;
H7;9,2;29;H7/67A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;49,2;54,3;55,39999999;56,5;677129;7184409,2;2;2;42;2;2;2;3;5;3;2;2;3;
H4;40,3;43,5;H4/190A;Embauvarana;Oreopanax fulvus Marchal;Araliaceae;Oreful;C;;32,00000001;32,80000001;34,39999999;677143,5;7184290,3;;3;2;;2;1;;3;3;;3;3;
F9;15,3;29,7;F9/90A;Casearia obliquoa;Casearia obliqua Spreng.;Salicaceae;Casobl;St;102,8;103,9;104,4;106,1;677029,7;7184515,3;3;3;2;3;3;3;2;2;35;3;3;3;
E6;34,2;15;E6/48A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;34,7;35,99999999;37;37,6;676965;7184384,2;1;2;;2;2;1;3;5;3;2;2;3;
G6;37,2;50;G6/221A;Miguel pintado;Matayba elaeagnoides Radlk.;Sapindaceae;Matela;St;;35,99999999;37;39;677100;7184387,2;;2;1;;2;1;;25;3;;3;3;
D4;2,9;25,3;D4/81A;Vacum;Allophylus edulis (A. St.-Hil., Cambess. & A. Juss.) Radlk.;Sapindaceae;Alledu;St;34,90000001;35,10000002;35,19999999;35,19999999;676925,3;7184252,9;3;2;;1;1;1;3;5;3;2;2;2;
E2;0;49,6;E2/27A;Branquilho;Gymnanthes klotzschiana Müll.Arg.;Euphorbiaceae;Gymklo;Si;52,1;53,70000001;57,50000001;58,6;676999,6;7184150;3;41;;3;2;2;3;5;25;3;3;2;
H8;2,5;25,5;H8/141A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;;;;35,80000001;677125,5;7184452,5;;;;;;;;;;;;;
A6;15,5;34;A6/72A;Camboata;Cupania vernalis Cambess.;Sapindaceae;Cupver;St;42,8;42,90000001;42,90000001;42,90000001;676784;7184365,5;2;2;;2;1;1;3;3;3;2;1;3;
E9;0,4;9;E9/3A;Embauvarana;Oreopanax fulvus Marchal;Araliaceae;Oreful;C;44,2;45,7;47,59999999;48,89999999;676959;7184500,4;3;3;;1;1;2;3;5;3;3;3;3;
F4;2,3;49,4;F4/88A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;50,6;52,2;53,29999999;54,60000001;677049,4;7184252,3;2;2;42;1;3;2;3;35;5;1;2;3;
D6;47,3;5;D6/39A;Vacum 2;Allophylus semidentatus (Miq.) Radlk.;Sapindaceae;Allsem;St;36,9;37,29999999;38,4;38,60000001;676905;7184397,3;2;4;;1;1;1;3;3;35;2;3;3;
D5;11,8;19;D5/74A;Caingá;Myrcia hatschbachii D.Legrand;Myrtaceae;Myrhat;C;84,49999999;85,09999999;86,2;86,69999999;676919;7184311,8;3;3;;2;2;2;3;5;35;3;3;3;
F6;13;47,5;F6/194A;Sucará;Xylosma ciliatifolia (Clos) Eichler;Salicaceae;Xylcil;Si;35,80000001;40,00000001;41,60000001;41,60000001;677047,5;7184363;1;1;2;3;2;2;3;3;3;3;3;1;
I5;19,6;49,8;I5/136A;Aroeira;Schinus terebinthifolius Raddi;Anacardiaceae;Schter;P;50,89380099;52,46459731;54,40000001;56,4;677199,8;7184319,6;2;2;2;3;3;2;3;3;3;2;2;3;
C7;12,1;27,5;C7/56A;Casearia obliquoa;Casearia obliqua Spreng.;Salicaceae;Casobl;St;39,7;42;45,10000001;46,69999998;676877,5;7184412,1;2;41;;2;2;2;3;3;3;2;2;3;
F3;34,8;23,5;F3/156A;Pessegueiro-bravo;Prunus brasiliensis (Cham. & Schltdl.) D.Dietr.;Rosaceae;Prubra;Si;;32,00000001;32,5;32,6;677023,5;7184234,8;;2;2;;2;2;;3;3;;2;2;
B6;43,9;30;B6/117A;Vassourão preto;Piptocarpha axillaris (Less.) Baker;Asteraceae;Pipaxi;P;110,4;110,4;;;676830;7184393,9;2;;;1;;;1;4;;1;;;
E5;34,4;21,5;E5/89A;Gomidesia;Myrcia palustris DC.;Myrtaceae;Myrpal;St;40,19999999;40,19999999;40,89999998;40,89999998;676971,5;7184334,4;1;2;;1;2;2;2;5;3;1;2;3;
G7;30,3;6,2;G7/24A;Canela-amarela;Nectandra lanceolata Nees;Lauraceae;Neclan;Si;52,30000001;55,59999999;60,49999999;63,39999999;677056,2;7184430,3;3;3;3;3;3;3;3;3;3;3;3;3;
G8;42,7;49;G8/202A;Cambará;Gochnatia polymorpha (Less.) Cabrera;Asteraceae;Gocpol;P;48,6;50,30000002;50,49999999;51,00000001;677099;7184492,7;41;41;1;3;3;1;3;3;3;3;3;2;
B5;40,6;48;B5/121A;Camboata;Cupania vernalis Cambess.;Sapindaceae;Cupver;St;33,3;33,50000001;36,50000001;37,29999999;676848;7184340,6;1;1;;1;1;1;1;5;3;1;1;3;
H2;48,7;7;H2/35A;Vacum;Allophylus edulis (A. St.-Hil., Cambess. & A. Juss.) Radlk.;Sapindaceae;Alledu;St;53,70000001;58,20000001;59,50000001;61,00000001;677107;7184198,7;1;1;1;3;3;2;2;5;35;2;2;3;
F7;14,7;7;F7/16B;Sete-sangria;Symplocos tetrandra Mart.;Symplocaceae;Symtet;Si;37,10000001;37,10000001;37,49999999;;677007;7184414,7;2;2;2;1;1;2;2;3;3;3;3;2;
E7;26,4;26,5;E7/109A;Carne de vaca;Clethra scabra Pers.;Clethraceae;Clesca;P;43,29999999;47;50,10000001;52,69999999;676976,5;7184426,4;1;1;;3;2;2;3;3;3;2;3;3;
E7;28,1;48,7;E7/273A;Farinha-seca;Machaerium stipitatum Vogel;Fabaceae;Macsti;Si;;;;32,10000001;676998,7;7184428,1;;;;;;;;;;;;;
G2;0,5;10,2;G2/56A;Capororoca;Myrsine coriacea (Sw.) R.Br. ex Roem. & Schult.;Primulaceae;Myrcor;P;73,40000001;76,39999999;78,59999999;81,7;677060,2;7184150,5;3;3;3;3;3;2;3;3;3;3;3;2;
C8;11,3;47,5;C8/12A;Myrcia rostrata;Myrcia splendens (Sw.) DC.;Myrtaceae;Myrspl;Si;47,30000001;48,00000001;50,90000001;52,49999999;676897,5;7184461,3;2;3;;2;2;1;3;3;3;3;3;3;
G3;29,5;10,5;G3/47A;Araucária;Araucaria angustifolia (Bertol.) Kuntze;Araucariaceae;Araang;St;201,5;213;222;234;677060,5;7184229,5;3;3;3;3;3;3;3;3;3;3;3;3;
F2;6,5;11,5;F2/70B;Branquilho;Gymnanthes klotzschiana Müll.Arg.;Euphorbiaceae;Gymklo;Si;42,39999999;44,1;44,40000001;44,50000002;677011,5;7184156,5;2;2;2;3;2;2;3;3;3;3;2;3;
F3;1;37,5;F3/162A;Pitangueira;Eugenia uniflora L.;Myrtaceae;Euguni;C;;31,8;31,8;32,20000002;677037,5;7184201;;2;2;;2;2;;3;3;;2;2;
G6;23,1;44,5;G6/181A;Caroba;Jacaranda puberula Cham.;Bignoniaceae;Jacpub;Si;36,50000001;36,50000001;36,50000001;36,50000001;677094,5;7184373,1;42;42;2;3;3;2;3;3;3;3;3;1;
D5;28,8;5;D5/28A;Canela;Ocotea bicolor Vattimo-Gil;Lauraceae;Ocobic;St;32,10000001;34,59999999;36,9;38,60000001;676905;7184328,8;2;3;;1;2;1;3;3;3;3;3;3;
G4;31;47;G4/175A;Capororoca;Myrsine gardneriana A.DC.;Primulaceae;Myrgar;P;40,70000001;41,40000001;41,3;41,50000001;677097;7184281;2;2;42;3;3;3;3;35;35;3;3;3;
A4;1,5;35;A4/58A;Aroeira;Schinus terebinthifolius Raddi;Anacardiaceae;Schter;P;;32,5;34,90000001;35,99999999;676785;7184251,5;;1;;;1;1;;5;3;;2;2;
D5;45,4;42;D5/161A;Canela-guaicá;Ocotea puberula (Rich.) Nees;Lauraceae;Ocopub;Si;55,20000001;59,19999999;64,60000001;71,29999998;676942;7184345,4;3;3;;3;2;2;3;3;3;3;3;3;
C4;20,8;33;C4/167A;Ni;Ni;Ni;Ni;Ni;;;;32,00000001;676883;7184270,8;;;;;;;;;;;;;
G5;21;38;G5/117A;Sete-sangria;Symplocos tetrandra Mart.;Symplocaceae;Symtet;Si;109,3;112,1;;;677088;7184321;3;3;;3;3;;3;35;4;3;3;;
C7;25,1;28,5;C7/68A;Cedro;Cedrela fissilis Vell.;Meliaceae;Cedfis;P;35,4;35,5;35,5;;676878,5;7184425,1;2;2;;2;1;1;3;3;1;1;2;14;
B6;3,9;16,5;B6/60A;Canela-guaicá;Ocotea puberula (Rich.) Nees;Lauraceae;Ocopub;Si;61,19999999;61,89999998;62,40000001;63,6;676816,5;7184353,9;2;3;;3;2;2;3;3;35;3;3;3;
D6;0,1;28,5;D6/68A;Casearia obliquoa;Casearia obliqua Spreng.;Salicaceae;Casobl;St;44,2;46,79999999;48,99999999;51,60000001;676928,5;7184350,1;2;3;;3;2;2;3;3;3;3;2;3;
B4;1,5;22,1;B4/26A;Aroeira;Schinus terebinthifolius Raddi;Anacardiaceae;Schter;P;37,90000001;39,59999999;41,60000001;41,9;676822,1;7184251,5;1;;;3;;3;2;;3;2;;3;
E4;50;31;E4/105A;Coerana;Solanum pseudoquina A.St.-Hil.;Solanaceae;Solpse;P;55;57,9;59,70000002;60,9;676981;7184300;2;42;;3;2;2;2;5;35;3;2;3;
C7;38,5;17,5;C7/31A;Canela;Ocotea bicolor Vattimo-Gil;Lauraceae;Ocobic;St;41,79999999;41,9;42,49999999;43,4;676867,5;7184438,5;2;2;;2;2;2;2;2;3;2;2;3;
A6;46,6;32,5;A6/44A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;37,20000001;40,00000001;43,09999999;45,99999999;676782,5;7184396,6;1;2;;1;2;1;2;5;3;1;2;3;
G8;25,5;7;G8/31A;Vacum;Allophylus edulis (A. St.-Hil., Cambess. & A. Juss.) Radlk.;Sapindaceae;Alledu;St;33,89999999;34,20000001;34,49999999;35,5;677057;7184475,5;41;2;42;2;3;1;2;3;3;2;2;2;
D4;0;44;D4/155A;Caroba;Jacaranda puberula Cham.;Bignoniaceae;Jacpub;Si;38,19999999;43,00000001;45,7;48,00000001;676944;7184250;1;1;;3;2;2;3;3;35;3;2;2;
B6;12;29;B6/72B;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;46,19999999;47,20000001;49,09999999;50,49999999;676829;7184362;1;1;;1;2;1;3;3;3;2;2;3;
E7;2,3;21;E7/84A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;31,59999999;34,39999999;34,30000001;34,49999999;676971;7184402,3;2;2;;1;2;1;3;3;3;2;3;2;
D10;5,1;15;D10/15B;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;33,69999999;33,69999999;36,50000001;38,70000001;676915;7184555,1;1;2;;1;1;1;3;3;3;2;2;3;
D7;1,8;9;D7/2A;Casearia decandra;Casearia decandra Jacq.;Salicaceae;Casdec;St;61,29999999;61,99999999;63,6;66,00000001;676909;7184401,8;2;4;;3;2;2;3;3;35;3;3;3;
E5;2;21;E5/62A;Cafezeiro;Casearia sylvestris Sw.;Salicaceae;Cassyl;Si;50,30000002;52;54,79999999;57,30000001;676971;7184302;2;4;;2;2;2;2;5;3;2;3;3;
F2;7,65;0,05;F2/5A;Canema;Solanum sanctae-catharinae Dunal;Solanaceae;Solsan;P;37,90000001;37,90000001;40,19999999;42,49999999;677000,05;7184157,65;2;2;2;3;2;1;3;3;3;3;2;2;
C4;2,5;41;C4/71A;Branquilho;Gymnanthes klotzschiana Müll.Arg.;Euphorbiaceae;Gymklo;Si;;46,4;48,70000001;50,49999999;676891;7184252,5;;1;;;2;3;;3;35;;2;3;
F7;29,2;26,5;F7/142A;Vacum;Allophylus edulis (A. St.-Hil., Cambess. & A. Juss.) Radlk.;Sapindaceae;Alledu;St;35,70000001;35,70000001;35,70000001;;677026,5;7184429,2;42;42;42;2;2;2;3;2;3;2;2;1;
H5;32,8;1;H5/23A;Mamica-de-cadela;Zanthoxylum petiolare  A.St.-Hil. & Tul.;Rutaceae;Zanpet;Si;39,9;44,40000001;49,59999999;54,79999999;677101;7184332,8;1;1;2;3;3;2;3;3;3;3;3;3;
F9;9,5;35;F9/141A;Caroba;Jacaranda puberula Cham.;Bignoniaceae;Jacpub;Si;38,79999999;41,69999999;42,20000001;43,19999999;677035;7184509,5;2;1;1;3;3;2;3;3;35;3;3;3;
D9;25,4;2,5;D9/5A;Caingá;Myrcia hatschbachii D.Legrand;Myrtaceae;Myrhat;C;97;98,5;98,19999999;98,99999999;676902,5;7184525,4;3;3;;3;2;2;2;3;2;3;;3;
